id,predictions
0,3.5999999046325684
1,0.800000011920929
2,0.0
3,4.571000099182129
4,1.399999976158142
5,4.599999904632568
6,3.5999999046325684
7,3.5
8,3.0
9,0.0
10,4.400000095367432
11,3.799999952316284
12,5.0
13,1.2000000476837158
14,4.599999904632568
15,3.0
16,1.7999999523162842
17,0.0
18,1.600000023841858
19,4.199999809265137
20,0.0
21,0.6000000238418579
22,2.799999952316284
23,5.0
24,1.7999999523162842
25,4.0
26,2.799999952316284
27,3.75
28,2.200000047683716
29,0.6000000238418579
30,2.200000047683716
31,3.5
32,1.600000023841858
33,2.5999999046325684
34,4.400000095367432
35,3.75
36,0.6000000238418579
37,1.0
38,2.200000047683716
39,0.4000000059604645
40,3.799999952316284
41,2.799999952316284
42,3.400000095367432
43,3.400000095367432
44,0.800000011920929
45,3.5999999046325684
46,0.4000000059604645
47,1.0
48,4.199999809265137
49,2.0
50,1.399999976158142
51,0.0
52,0.4000000059604645
53,1.600000023841858
54,0.800000011920929
55,2.200000047683716
56,2.200000047683716
57,4.0
58,0.0
59,3.400000095367432
60,2.799999952316284
61,4.0
62,3.200000047683716
63,4.400000095367432
64,0.6000000238418579
65,3.200000047683716
66,3.0
67,4.199999809265137
68,4.0
69,2.5999999046325684
70,5.0
71,0.4000000059604645
72,1.600000023841858
73,4.0
74,5.0
75,3.200000047683716
76,3.400000095367432
77,0.0
78,3.937999963760376
79,3.25
80,0.0
81,3.400000095367432
82,4.400000095367432
83,0.800000011920929
84,3.200000047683716
85,5.0
86,4.400000095367432
87,1.0
88,3.75
89,3.200000047683716
90,3.5999999046325684
91,3.400000095367432
92,3.400000095367432
93,3.0
94,0.6000000238418579
95,0.4000000059604645
96,4.400000095367432
97,2.0
98,2.799999952316284
99,5.0
100,0.800000011920929
101,4.0
102,4.0
103,4.400000095367432
104,3.0
105,2.75
106,3.799999952316284
107,4.5
108,3.400000095367432
109,5.0
110,2.0
111,4.875
112,2.5
113,2.799999952316284
114,4.400000095367432
115,4.0
116,0.0
117,5.0
118,4.800000190734863
119,1.399999976158142
120,0.6000000238418579
121,2.5999999046325684
122,4.599999904632568
123,2.5
124,4.400000095367432
125,1.2000000476837158
126,2.799999952316284
127,2.5999999046325684
128,2.400000095367432
129,2.200000047683716
130,4.0
131,2.799999952316284
132,4.0
133,4.400000095367432
134,1.0
135,1.7999999523162842
136,2.5999999046325684
137,3.5999999046325684
138,3.400000095367432
139,3.799999952316284
140,2.0
141,2.75
142,4.400000095367432
143,3.400000095367432
144,4.0
145,3.0
146,1.7999999523162842
147,3.0
148,0.800000011920929
149,0.6000000238418579
150,4.0
151,4.0
152,1.7999999523162842
153,3.75
154,0.6000000238418579
155,2.400000095367432
156,4.400000095367432
157,4.400000095367432
158,1.0
159,1.0
160,4.599999904632568
161,0.75
162,5.0
163,3.799999952316284
164,0.4000000059604645
165,4.199999809265137
166,3.25
167,3.0
168,2.0
169,2.5
170,4.0
171,3.25
172,4.400000095367432
173,2.799999952316284
174,2.799999952316284
175,3.0
176,2.799999952316284
177,4.599999904632568
178,0.0
179,1.399999976158142
180,3.799999952316284
181,2.799999952316284
182,3.799999952316284
183,3.400000095367432
184,3.0
185,2.400000095367432
186,4.25
187,1.600000023841858
188,2.200000047683716
189,1.0
190,1.600000023841858
191,1.399999976158142
192,1.2000000476837158
193,0.2000000029802322
194,2.200000047683716
195,4.400000095367432
196,2.799999952316284
197,2.400000095367432
198,1.0
199,3.200000047683716
200,2.0
201,4.199999809265137
202,2.799999952316284
203,3.400000095367432
204,0.4000000059604645
205,3.400000095367432
206,1.2000000476837158
207,4.400000095367432
208,0.0
209,4.0
210,4.599999904632568
211,2.5999999046325684
212,3.799999952316284
213,3.400000095367432
214,0.6000000238418579
215,5.0
216,3.200000047683716
217,2.200000047683716
218,1.600000023841858
219,3.0
220,5.0
221,2.6670000553131104
222,5.0
223,3.799999952316284
224,2.200000047683716
225,4.0
226,3.400000095367432
227,2.799999952316284
228,0.0
229,2.5999999046325684
230,3.799999952316284
231,0.6000000238418579
232,1.0
233,1.399999976158142
234,3.799999952316284
235,4.0
236,1.2000000476837158
237,3.799999952316284
238,3.799999952316284
239,3.799999952316284
240,2.799999952316284
241,0.5
242,2.5999999046325684
243,4.800000190734863
244,4.0
245,3.200000047683716
246,3.400000095367432
247,0.6000000238418579
248,0.0
249,5.0
250,3.799999952316284
251,4.0
252,2.5
253,3.5999999046325684
254,3.75
255,0.5
256,0.0
257,2.200000047683716
258,0.0
259,3.0
260,3.200000047683716
261,2.200000047683716
262,3.799999952316284
263,0.5
264,4.400000095367432
265,3.5999999046325684
266,4.599999904632568
267,4.0
268,0.6000000238418579
269,4.0
270,4.0
271,0.0
272,4.800000190734863
273,0.0
274,2.200000047683716
275,2.400000095367432
276,1.600000023841858
277,1.0
278,3.5999999046325684
279,1.600000023841858
280,5.0
281,3.5999999046325684
282,2.0
283,0.0
284,4.0
285,2.799999952316284
286,0.6000000238418579
287,1.0
288,2.200000047683716
289,4.0
290,0.0
291,0.0
292,3.5999999046325684
293,2.5999999046325684
294,3.0
295,3.200000047683716
296,0.0
297,4.0
298,0.0
299,4.0
300,0.4000000059604645
301,3.5999999046325684
302,2.0
303,1.2000000476837158
304,4.0
305,2.0
306,1.0
307,0.800000011920929
308,0.0
309,3.5
310,3.400000095367432
311,4.400000095367432
312,4.199999809265137
313,1.399999976158142
314,3.75
315,3.200000047683716
316,1.7999999523162842
317,1.0
318,3.799999952316284
319,4.599999904632568
320,1.600000023841858
321,4.800000190734863
322,0.0
323,0.0
324,3.400000095367432
325,0.5
326,2.400000095367432
327,1.0
328,2.799999952316284
329,0.6000000238418579
330,1.600000023841858
331,4.727000236511231
332,1.7999999523162842
333,2.5999999046325684
334,2.400000095367432
335,0.3079999983310699
336,3.799999952316284
337,2.400000095367432
338,0.800000011920929
339,2.200000047683716
340,4.0
341,3.5
342,3.6670000553131104
343,1.0
344,0.4000000059604645
345,1.7999999523162842
346,3.400000095367432
347,4.400000095367432
348,1.2000000476837158
